     1        0.0000        0.0000            
     2       12.1000        0.0000            
     3       12.5000        0.1100            
     4       13.0000        0.2560            
     5       15.0000        0.9100            
     6       17.0000        1.5300            
     7       20.0000        2.2800            
     8       24.0000        3.1000            
     9       30.0000        3.8500            
    10       35.0000        4.1000            
    11       40.0000        4.4800            
    12       50.0000        4.8400            
    13       60.0000        5.0300            
    14       75.0000        5.2000            
    15      100.0000        5.3800
    16      150.0000        5.2000
    17      200.0000        4.6000
    18      300.0000        3.9000
    19      500.0000        2.9000
    20      700.0000        2.4000
    21     1000.0000        1.8800
    22     1500.0000        1.2500
    23     2000.0000        0.9400
    24     3000.0000        0.6300
    25     5000.0000        0.3800
    26     7000.0000        0.2700
    27    10000.0000        0.1900
    28    15000.0000        0.1250
