101
0 0.1d0 7.07179349228339d-48
1 0.10715193052376065d0 2.724794185377382d-44
2 0.11481536214968828d0 6.042776761607637d-41
3 0.12302687708123816d0 8.00917376253479d-38
4 0.13182567385564073d0 6.570481537397167d-35
5 0.14125375446227545d0 3.4465975348551016d-32
6 0.15135612484362085d0 1.1914245397487954d-29
7 0.16218100973589303d0 2.7909942113934922d-27
8 0.17378008287493757d0 4.546776667076608d-25
9 0.18620871366628677d0 5.2760535467764996d-23
10 0.199526231496888d0 4.458915358106407d-21
11 0.21379620895022325d0 2.8017763563903076d-19
12 0.22908676527677735d0 1.33436774685374d-17
13 0.24547089156850307d0 4.904056800128581d-16
14 0.26302679918953825d0 1.414412876299923d-14
15 0.2818382931264454d0 3.252319841898065d-13
16 0.30199517204020165d0 6.051435139386067d-12
17 0.32359365692962827d0 9.239675489660735d-11
18 0.34673685045253166d0 1.1731077453072803d-9
19 0.37153522909717257d0 1.2541267228235883d-8
20 0.39810717055349726d0 1.1423948189672315d-7
21 0.42657951880159267d0 8.966745765503762d-7
22 0.457088189614875d0 6.129181244733713d-6
23 0.4897788193684462d0 3.6852014547247215d-5
24 0.5248074602497725d0 1.967393068114828d-4
25 0.562341325190349d0 9.408236598385186d-4
26 0.6025595860743577d0 0.004063143324292725d0
27 0.6456542290346554d0 0.015967415189204075d0
28 0.6918309709189364d0 0.05749645263888432d0
29 0.7413102413009174d0 0.19091346141711438d0
30 0.7943282347242814d0 0.58793247239359d0
31 0.8511380382023763d0 1.6880609821639043d0
32 0.9120108393559095d0 4.540276129574728d0
33 0.9772372209558104d0 11.48911628972173d0
34 1.0471285480508992d0 27.460950439223375d0
35 1.1220184543019631d0 62.222037959135164d0
36 1.2022644346174125d0 134.10008637674403d0
37 1.2882495516931336d0 275.7558188877337d0
38 1.3803842646028845d0 542.6216447829935d0
39 1.479108388168207d0 1024.550486368939d0
40 1.584893192461113d0 1861.0085128644116d0
41 1.6982436524617437d0 3259.7919088333765d0
42 1.8197008586099828d0 5518.771865141166d0
43 1.9498445997580447d0 9049.631061747072d0
44 2.0892961308540388d0 14402.03785573058d0
45 2.238721138568339d0 22286.316958260806d0
46 2.39883291901949d0 33592.514591350926d0
47 2.570395782768863d0 49403.87855311649d0
48 2.754228703338166d0 71003.16962234057d0
49 2.951209226666385d0 99870.8090953077d0
50 3.1622776601683786d0 137674.5194632696d0
51 3.3884415613920247d0 186250.70369272723d0
52 3.6307805477010127d0 247578.2573852938d0
53 3.8904514499428053d0 323745.81947698153d0
54 4.168693834703353d0 416913.7067578412d0
55 4.46683592150963d0 529272.0251351644d0
56 4.786300923226382d0 662996.7433167159d0
57 5.128613839913648d0 820205.8154728025d0
58 5.495408738576245d0 1002917.6502195031d0
59 5.888436553555889d0 1213014.2338020417d0
60 6.309573444801932d0 1452210.9577845985d0
61 6.7608297539198166d0 1722034.672359687d0
62 7.244359600749899d0 2023810.721198933d0
63 7.7624711662869155d0 2358658.740368893d0
64 8.317637711026707d0 2727495.8291567904d0
65 8.912509381337452d0 3131044.3729008953d0
66 9.549925860214357d0 3569840.5205057645d0
67 10.232929922807537d0 4044238.5211191154d0
68 10.964781961431846d0 4554406.37893073d0
69 11.748975549395292d0 5100310.051261285d0
70 12.589254117941667d0 5681686.704057174d0
71 13.489628825916531d0 6298011.697314092d0
72 14.45439770745927d0 6948467.751604662d0
73 15.488166189124808d0 7631926.690219347d0
74 16.5958690743756d0 8346953.180002977d0
75 17.78279410038922d0 9091835.835700074d0
76 19.054607179632466d0 9864644.863805542d0
77 20.417379446695286d0 1.0663308939660951d7
78 21.877616239495516d0 1.148569927572133d7
79 23.44228815319921d0 1.2329707248114076d7
80 25.11886431509579d0 1.3193303655259026d7
81 26.915348039269148d0 1.4074571572216218d7
82 28.840315031266048d0 1.4971709082756232d7
83 30.90295432513589d0 1.5883001483666446d7
84 33.11311214825909d0 1.68067645021948d7
85 35.48133892335753d0 1.7741261451526053d7
86 38.018939632056096d0 1.8684599395068575d7
87 40.73802778041125d0 1.9634613145324674d7
88 43.65158322401657d0 2.058875090848716d7
89 46.77351412871979d0 2.1543979950753797d7
90 50.118723362727195d0 2.24967325769549d7
91 53.70317963702524d0 2.344291022404058d7
92 57.54399373371565d0 2.4377956181515247d7
93 61.65950018614817d0 2.5296996599700723d7
94 66.06934480075955d0 2.6195037529152658d7
95 70.79457843841374d0 2.7067195641615156d7
96 75.85775750291832d0 2.7908934348824225d7
97 81.28305161640986d0 2.871627635167429d7
98 87.096358995608d0 2.9485967876856055d7
99 93.32543007969903d0 3.0215577540834818d7
100 99.99999999999993d0 3.0903522014571283d7
