101
0 0.1d0 129922.80492746181d0
1 0.10715193052376065d0 127839.4543872799d0
2 0.11481536214968828d0 126688.78107068196d0
3 0.12302687708123816d0 126577.11613507385d0
4 0.13182567385564073d0 127616.79528777786d0
5 0.14125375446227545d0 129927.75115198924d0
6 0.15135612484362085d0 133639.1096322063d0
7 0.16218100973589303d0 138890.61149207377d0
8 0.17378008287493757d0 145833.72367319453d0
9 0.18620871366628677d0 154632.38193836625d0
10 0.199526231496888d0 165463.40164734828d0
11 0.21379620895022325d0 178516.68874580492d0
12 0.22908676527677735d0 193995.46185432217d0
13 0.24547089156850307d0 212116.7463198591d0
14 0.26302679918953825d0 233112.41499601433d0
15 0.2818382931264454d0 257231.02629666135d0
16 0.30199517204020165d0 284740.6505225926d0
17 0.32359365692962827d0 315932.7876703077d0
18 0.34673685045253166d0 351127.3745669505d0
19 0.37153522909717257d0 390678.770272011d0
20 0.39810717055349726d0 434982.514348152d0
21 0.42657951880159267d0 484482.595774264d0
22 0.457088189614875d0 539678.9767447951d0
23 0.4897788193684462d0 601135.2060053973d0
24 0.5248074602497725d0 669486.1321874249d0
25 0.562341325190349d0 745445.9572304366d0
26 0.6025595860743577d0 829817.0854149074d0
27 0.6456542290346554d0 923500.3351089017d0
28 0.6918309709189364d0 1027507.0064403196d0
29 0.7413102413009174d0 1142972.9949272657d0
30 0.7943282347242814d0 1271174.6155668185d0
31 0.8511380382023763d0 1413545.1025728313d0
32 0.9120108393559095d0 1571689.9481279615d0
33 0.9772372209558104d0 1747398.4240769749d0
34 1.0471285480508992d0 1942647.9014040348d0
35 1.1220184543019631d0 2159597.088918233d0
36 1.2022644346174125d0 2400564.2299697897d0
37 1.2882495516931336d0 2667986.784230558d0
38 1.3803842646028845d0 2964360.2571053365d0
39 1.479108388168207d0 3292155.5632014424d0
40 1.584893192461113d0 3653716.429970039d0
41 1.6982436524617437d0 4051140.59790343d0
42 1.8197008586099828d0 4486150.698475044d0
43 1.9498445997580447d0 4959962.489626818d0
44 2.0892961308540388d0 5473159.432925557d0
45 2.238721138568339d0 6025583.203006857d0
46 2.39883291901949d0 6616249.350971363d0
47 2.570395782768863d0 7243295.713841166d0
48 2.754228703338166d0 7903968.163433003d0
49 2.951209226666385d0 8594644.204257876d0
50 3.1622776601683786d0 9310890.536338534d0
51 3.3884415613920247d0 1.0047547116731312d7
52 3.6307805477010127d0 1.0798828563057056d7
53 3.8904514499428053d0 1.1558434503818264d7
54 4.168693834703353d0 1.2319663409585683d7
55 4.46683592150963d0 1.3075528433064068d7
56 4.786300923226382d0 1.3818877324111523d7
57 5.128613839913648d0 1.454252023500387d7
58 5.495408738576245d0 1.5239368569952108d7
59 5.888436553555889d0 1.5902585254339308d7
60 6.309573444801932d0 1.6525742924309108d7
61 6.7608297539198166d0 1.710298285771107d7
62 7.244359600749899d0 1.7629165047778662d7
63 7.7624711662869155d0 1.8099999175430283d7
64 8.317637711026707d0 1.8512147278395023d7
65 8.912509381337452d0 1.886329114669086d7
66 9.549925860214357d0 1.9152160278130952d7
67 10.232929922807537d0 1.9378519122279122d7
68 10.964781961431846d0 1.9543115085271828d7
69 11.748975549395292d0 1.9647591308626864d7
70 12.589254117941667d0 1.969437056240438d7
71 13.489628825916531d0 1.9686518599446997d7
72 14.45439770745927d0 1.9627596748585455d7
73 15.488166189124808d0 1.9521514046731792d7
74 16.5958690743756d0 1.9372388557627138d7
75 17.78279410038922d0 1.9184425656736653d7
76 19.054607179632466d0 1.89618182404783d7
77 20.417379446695286d0 1.8708670574197013d7
78 21.877616239495516d0 1.8428944473332945d7
79 23.44228815319921d0 1.8126424270519286d7
80 25.11886431509579d0 1.780469584644751d7
81 26.915348039269148d0 1.746713485532404d7
82 28.840315031266048d0 1.711689986697007d7
83 30.90295432513589d0 1.6756927107073918d7
84 33.11311214825909d0 1.6389924524724757d7
85 35.48133892335753d0 1.6018363943354327d7
86 38.018939632056096d0 1.5644471080277374d7
87 40.73802778041125d0 1.5270214285993522d7
88 43.65158322401657d0 1.4897293891426787d7
89 46.77351412871979d0 1.4527134861118892d7
90 50.118723362727195d0 1.416088577135216d7
91 53.70317963702524d0 1.379942676612484d7
92 57.54399373371565d0 1.3443388069148766d7
93 61.65950018614817d0 1.309317904109779d7
94 66.06934480075955d0 1.2749026028626299d7
95 70.79457843841374d0 1.2411015767233584d7
96 75.85775750291832d0 1.2079140208988473d7
97 81.28305161640986d0 1.1753338512912849d7
98 87.096358995608d0 1.1433532525145978d7
99 93.32543007969903d0 1.111965319073777d7
100 99.99999999999993d0 1.0811656702219643d7
